Dates;CAC40;MICHELIN;LOREAL;SAFRAN;SODEXO;VIVENDI
02/01/2020;6041.5;108.45;264.2;137.6;105.6;26.25
03/01/2020;6044.16;107.8;263.9;138;105.1;26.31
06/01/2020;6013.59;107.75;263;136.45;104.05;25.88
07/01/2020;6012.35;108.05;259.6;137.7;104.65;25.85
08/01/2020;6031;110.25;261.2;137.5;107.25;25.75
09/01/2020;6042.55;110.75;262.8;139.45;100.5;25.97
10/01/2020;6037.11;110.95;263.9;138.5;100.7;25.9
13/01/2020;6036.14;110.8;262.5;137.45;99.8;25.7
14/01/2020;6040.89;110.9;263.8;137.6;101;25.3
15/01/2020;6032.61;108.3;269.4;139.25;99.78;25.22
16/01/2020;6039.03;107.85;269.8;141;99.1;25.31
17/01/2020;6100.72;110;275.3;142.55;100.1;25.21
20/01/2020;6078.54;111.55;274.3;142.15;100.1;25.1
21/01/2020;6045.99;111.25;270.7;142;99.8;25.2
22/01/2020;6010.98;109.45;269;140.25;98.9;24.83
23/01/2020;5971.79;107.15;267;142.1;98.04;24.98
24/01/2020;6024.26;106.7;270.5;147;98.3;24.83
27/01/2020;5863.02;104.15;258;143.55;98.08;24.5
28/01/2020;5925.82;106.15;261.6;144.5;99.1;24.77
29/01/2020;5954.89;108;262.3;150.05;97.8;24.71
30/01/2020;5871.77;106.55;259.6;147.6;94.7;24.66
31/01/2020;5806.34;105;251.9;145.95;94.6;24.76
03/02/2020;5832.51;105.2;255;146.9;95.58;24.9
04/02/2020;5935.05;106.3;261.5;148.3;96.62;25.11
05/02/2020;5985.4;107.4;263.1;147.5;96.4;25.28
06/02/2020;6038.18;106.45;267.8;147.6;96.22;25.57
07/02/2020;6029.75;106.85;270.7;150.25;97.26;25.49
10/02/2020;6015.67;106.75;270.8;148.6;98.3;25.63
11/02/2020;6054.76;103.5;273;149.55;98.52;25.51
12/02/2020;6104.73;109.95;271.1;147.35;98.8;25.4
13/02/2020;6093.14;108.85;271.5;145.2;98.88;25.23
14/02/2020;6069.35;108.8;268.2;145;99.82;25.3
17/02/2020;6085.95;112.25;267.5;144.85;99.86;25.24
18/02/2020;6056.82;110.7;268.3;143.35;100.5;25.25
19/02/2020;6111.24;109.95;272.3;145.95;100.55;25.07
20/02/2020;6062.3;110.35;265.7;145.55;101.45;24.92
21/02/2020;6029.72;109.55;266;143.8;100.9;25.14
24/02/2020;5791.87;104.4;256;137;97.5;24.9
25/02/2020;5679.68;101.45;252.7;132.8;95.08;24.83
26/02/2020;5684.55;101.8;254;132.3;92.24;24.9
27/02/2020;5495.6;99.98;246.6;129.65;89.1;24.13
28/02/2020;5309.9;96.24;241;124.1;86.74;23.02
02/03/2020;5333.52;95.68;247.5;123.3;86.5;23.36
03/03/2020;5393.17;95.92;251.4;127.15;86.36;23.45
04/03/2020;5464.89;97.18;259.5;126.95;83.62;23.97
05/03/2020;5361.1;93.52;257.5;122;82.6;23.9
06/03/2020;5139.11;93.2;253.7;115.15;81.14;22.85
09/03/2020;4707.91;87.18;236.8;107.5;77.46;21.2
10/03/2020;4636.61;85.46;234.4;105.65;76.02;21.06
11/03/2020;4610.25;86.06;229.7;102.9;72.88;20.78
12/03/2020;4044.26;73.58;213;85.56;62.72;18.15
13/03/2020;4118.36;75.22;216;84.28;62.72;18.94
16/03/2020;3881.46;70.98;207.6;74.54;56.48;17.57
17/03/2020;3991.78;73.18;222.6;68.9;52.08;18.325
18/03/2020;3754.84;71.5;224.4;53.14;52.5;18.765
19/03/2020;3855.5;72.88;227.6;55.5;50.42;19.515
20/03/2020;4048.8;75.14;227;66.2;56.48;19.365
23/03/2020;3914.31;71.24;220.6;57.04;56;18.18
24/03/2020;4242.7;76.34;238.3;68.98;62.4;18.84
25/03/2020;4432.3;80.36;253.8;81.98;61.06;18.73
26/03/2020;4543.58;79.86;254.6;91.92;65.66;19.27
27/03/2020;4351.49;75.96;240;87;60.4;18.18
30/03/2020;4378.51;76.48;246.3;84.9;59.48;18.18
31/03/2020;4396.12;81.06;238.9;80.14;61.64;19.525
01/04/2020;4207.24;79.84;233.3;66.96;59;19.93
02/04/2020;4220.96;79.08;238;68.6;59.5;19.815
03/04/2020;4154.58;77.88;236.3;63;58.86;19.4
06/04/2020;4346.14;83.12;235.4;67.36;63.36;20.06
07/04/2020;4438.27;86.06;240;72;65.32;20.88
08/04/2020;4442.75;87.9;242.4;74.98;63.42;21.16
09/04/2020;4506.85;87.04;244.8;79.6;71.6;21.1
10/04/2020;4506.85;87.04;244.8;79.6;71.6;21.1
13/04/2020;4506.85;87.04;244.8;79.6;71.6;21.1
14/04/2020;4523.91;85.02;250.5;79.76;69.54;21.13
15/04/2020;4353.72;82.2;245.9;74;63.04;20.6
16/04/2020;4350.16;84.26;244.5;75.04;62;19.58
17/04/2020;4499.01;88.66;247.6;80.5;65.34;20.63
20/04/2020;4528.3;86.94;255.7;80.9;67.24;21.46
21/04/2020;4357.46;84.66;245.8;73.92;66.6;20.45
22/04/2020;4411.8;83.78;248.1;75;65.14;20.32
23/04/2020;4451;82.24;245.8;77.6;66.52;20.16
24/04/2020;4393.32;82.4;243.3;76.18;67.32;19.65
27/04/2020;4505.26;87.88;246.2;77.32;69.5;19.935
28/04/2020;4569.79;87.52;254.4;82.3;70.36;19.615
29/04/2020;4671.11;90.12;256.2;87.3;74.66;20.06
30/04/2020;4572.18;89.1;265.3;84.22;72.5;19.705
01/05/2020;4572.18;89.1;265.3;84.22;72.5;19.705
04/05/2020;4378.23;83.82;250.2;78;67.5;19.49
05/05/2020;4483.13;85.76;248.2;80;67.4;19.58
06/05/2020;4433.38;86.46;243;78.36;64.96;19.45
07/05/2020;4501.44;87.36;249;81.08;63.7;19.5
08/05/2020;4549.64;89.28;253.5;81.12;65.46;19.96
11/05/2020;4490.22;87.12;255.9;78.5;64.1;20.05
12/05/2020;4472.5;86.94;253.3;77.28;62.9;20.08
13/05/2020;4344.95;83.42;245.4;75.5;60.14;19.33
14/05/2020;4273.13;81.4;241.4;73.66;58.3;18.97
15/05/2020;4277.63;82.18;242.7;73;58.2;19.245
18/05/2020;4498.34;88.6;250.3;79.48;61.36;19.495
19/05/2020;4458.16;88.2;248.3;78.48;56.42;19.575
20/05/2020;4496.98;86.66;253.3;77.98;56.36;19.54
21/05/2020;4445.45;85.9;248.3;77.32;55.9;19.13
22/05/2020;4444.56;86.78;248.1;75.68;55.98;19.62
25/05/2020;4539.91;88.02;251.1;80.36;57.68;19.95
26/05/2020;4606.24;88.38;248.5;86.6;60.8;19.96
27/05/2020;4688.74;93.72;251.4;87.68;63.54;20.18
28/05/2020;4771.39;94.18;260.2;88.88;62.68;20.59
29/05/2020;4695.44;90.86;261.9;85.86;60.54;20.43
01/06/2020;4762.78;93;258.8;88.3;63.1;20.76
02/06/2020;4858.97;94.32;261.2;93.52;65.94;21.7
03/06/2020;5022.38;99.58;270.4;98;68;21.87
04/06/2020;5011.98;97.04;266.5;98.6;66.3;22.48
05/06/2020;5197.79;101.8;269.7;101.95;71.7;22.69
08/06/2020;5175.52;98.48;264.7;102;70.72;22.89
09/06/2020;5095.11;97.52;266;97.18;68.86;22.86
10/06/2020;5053.42;93.98;266.6;96.5;66.7;23.32
11/06/2020;4815.6;88.56;264.7;88.96;62.2;22.11
12/06/2020;4839.26;89.94;263.4;89.84;64;22.12
15/06/2020;4815.72;89.62;260.9;91.9;62.36;22.2
16/06/2020;4952.46;91.6;272.1;94.64;64.02;22.58
17/06/2020;4995.97;91.56;276.2;97.5;63.3;23.1
18/06/2020;4958.75;88.82;276.6;95.66;63.78;22.77
19/06/2020;4979.45;88.76;279.2;94.38;64.74;23.03
22/06/2020;4948.7;90.54;276.7;93.54;62.28;22.98
23/06/2020;5017.68;93.34;280.6;95.12;61.72;23.45
24/06/2020;4871.36;89.9;279;89.76;58.16;22.88
25/06/2020;4918.58;92.06;281;88.9;58.1;23.07
26/06/2020;4909.64;92.26;285.1;87.8;59.96;23
29/06/2020;4945.46;93.7;285.3;89.18;60;23.2
30/06/2020;4935.99;92.34;285.7;89.22;60.2;22.84
01/07/2020;4926.94;90.38;286.7;89.9;61.56;22.8
02/07/2020;5049.38;93.52;296.7;91.56;62.84;23.58
03/07/2020;5007.14;91.54;289.6;90.7;63.24;23.09
06/07/2020;5081.51;93.92;290.3;92.84;64.5;23.6
07/07/2020;5043.73;93.48;288.3;91.4;61.86;23.45
08/07/2020;4981.13;91.44;285.4;90.04;62.24;23.3
09/07/2020;4921.01;91.2;286.7;88.28;59.54;23.11
10/07/2020;4970.48;93.36;288.6;88.92;62.48;23.18
13/07/2020;5056.23;93.12;287.8;92.5;63;23.51
14/07/2020;5007.46;92.56;285.8;89.74;61.86;23.29
15/07/2020;5108.98;93.38;291.1;95.72;64.78;23.71
16/07/2020;5085.28;93.12;287.1;94.02;64;23.65
17/07/2020;5069.42;94;290.3;93.12;62.12;23.69
20/07/2020;5093.18;94.58;290;93.2;62.14;23.94
21/07/2020;5104.28;96.84;289.6;93.58;63;24.12
22/07/2020;5037.12;93.78;287.1;91.46;61.02;23.59
23/07/2020;5033.76;95.24;291.3;88.96;59.62;23.42
24/07/2020;4956.43;92.38;284.9;88.54;60.24;22.75
27/07/2020;4939.62;93.28;285.6;86.96;57.76;22.36
28/07/2020;4928.94;92.44;286.7;90.36;58.18;22.18
29/07/2020;4958.74;90.84;289.2;90.7;59.38;22.44
30/07/2020;4852.94;90.6;284.5;94.24;59;22.01
31/07/2020;4783.69;88.34;283;89.44;58.28;22.4
03/08/2020;4875.93;90.46;278.1;89.62;58.88;23.84
04/08/2020;4889.52;91.68;281.6;92.28;59.88;23.5
05/08/2020;4933.34;92.9;282.5;96.92;61.78;23.52
06/08/2020;4885.13;91.42;279;98.54;61.18;23.5
07/08/2020;4889.52;91.18;277.6;97.72;61.3;23.42
10/08/2020;4909.51;92.34;276;100.75;61.82;23.35
11/08/2020;5027.99;95.5;277.2;106.4;64.7;24.17
12/08/2020;5073.31;97.26;282.2;103.5;64.28;24.2
13/08/2020;5042.38;96.54;282.5;103.75;64.38;24.25
14/08/2020;4962.93;96.3;278.5;101.5;63.7;23.94
17/08/2020;4971.94;95.84;278.9;101.1;62.34;23.87
18/08/2020;4938.06;95.78;279.2;99.12;61.5;23.73
19/08/2020;4977.23;95.56;283;99.38;61.28;24.1
20/08/2020;4911.24;94;279;97.64;60.3;23.86
21/08/2020;4896.33;93.36;273.9;97.24;61.46;23.93
24/08/2020;5007.89;95.02;278.6;100.05;61.18;24.17
25/08/2020;5008.27;96.16;278.8;99.36;61.4;24.04
26/08/2020;5048.43;97.32;281.4;99.86;61.78;24.2
27/08/2020;5015.97;96.44;280.6;100.95;62.8;24.02
28/08/2020;5002.94;95.5;277.2;102.25;62.68;23.98
31/08/2020;4947.22;94.62;276.9;97.02;59.96;23.8
01/09/2020;4938.1;94;277.5;98;59.54;23.87
02/09/2020;5031.74;95.78;281.2;100.45;61.96;24.16
03/09/2020;5009.52;96;278.6;97.68;64.26;23.99
04/09/2020;4965.07;95.3;273.9;97.24;63.84;23.85
07/09/2020;5053.72;95.06;278.6;100.9;65.28;24.28
08/09/2020;4973.52;94.92;275.9;98.22;63.64;24.06
09/09/2020;5042.98;95.76;282.6;97.44;64.62;24.44
10/09/2020;5023.93;95.8;281.5;97.08;65.6;24.43
11/09/2020;5034.14;96.38;282.2;97.18;64.04;24.44
14/09/2020;5051.88;96.04;281.4;97.48;65.96;24.46
15/09/2020;5067.93;95.1;283.4;96.94;65.54;24.55
16/09/2020;5074.42;94.96;281;97.48;66.46;24.54
17/09/2020;5039.5;95.94;280;98;66.64;24.26
18/09/2020;4978.18;94.62;276.6;95.2;63.42;23.84
21/09/2020;4792.04;91;271.1;88.72;60.72;23.21
22/09/2020;4772.84;91.46;273.9;88.98;61.28;23.46
23/09/2020;4802.26;91.88;277.5;85.8;60.82;23.61
24/09/2020;4762.62;91.42;274.1;82.88;60.06;23.72
25/09/2020;4729.66;90.94;270.7;85.22;60.4;23.53
28/09/2020;4843.27;93.56;278.6;85.7;62.72;23.84
29/09/2020;4832.07;92.44;281.5;85.3;60.72;23.86
30/09/2020;4803.44;91.72;277.6;84.44;61.02;23.8
01/10/2020;4824.04;91.48;282.7;84.18;60.08;23.76
02/10/2020;4824.88;91.22;281.2;84.4;59.6;23.98
05/10/2020;4871.87;92;280;84.8;60.9;24.35
06/10/2020;4895.46;92.28;279.2;87.2;63.32;24.53
07/10/2020;4882;92.54;278.1;85.6;63;24.33
08/10/2020;4911.94;92.94;278.5;87.14;63.28;24.58
09/10/2020;4946.81;92.94;282.4;88.66;63.44;25
12/10/2020;4979.29;94.36;287.4;87;63.2;24.93
13/10/2020;4947.61;93.44;287.1;85.28;62.6;25.05
14/10/2020;4941.66;93.48;290.3;86.12;62.46;25.08
15/10/2020;4837.42;91.02;284.7;87.56;60.78;24.96
16/10/2020;4935.86;93.64;291.4;90.74;60.42;24.86
19/10/2020;4942.62;93.82;290.8;91.4;61.64;24.99
20/10/2020;4929.28;94.2;290.6;93.18;63;24.86
21/10/2020;4853.95;93.12;286.8;91;60.14;25.25
22/10/2020;4851.38;94.68;285.3;91.42;60.72;25.29
23/10/2020;4909.64;98.18;288.6;96.58;61.68;25.43
26/10/2020;4816.12;95.84;285.3;93.58;59.84;25.28
27/10/2020;4730.66;92.3;287.1;91.18;57.14;25.05
28/10/2020;4571.12;90.3;278.8;88.7;54.96;24.42
29/10/2020;4569.67;90.64;279.1;87.56;55.74;24.76
30/10/2020;4594.24;92.64;277.7;90.52;55.1;24.79
02/11/2020;4691.14;92.7;283.9;91.54;56.22;25.19
03/11/2020;4805.61;95.86;290.2;96.94;57.86;25.58
04/11/2020;4922.85;95.76;299.9;98.14;57.36;25.75
05/11/2020;4983.99;98.12;298.8;99.86;57.82;25.76
06/11/2020;4960.88;97.2;297;99.14;57.22;25.51
09/11/2020;5336.32;100.95;311;113;71.14;25.77
10/11/2020;5418.97;103.7;315.4;118.75;72.82;25.48
11/11/2020;5445.21;104.35;319;116.9;69.48;25.56
12/11/2020;5362.57;102.7;317.3;113.8;68.72;25.48
13/11/2020;5380.16;102.6;314.2;113.5;68.52;25.57
16/11/2020;5471.48;106.1;317.5;120.25;71.54;25.46
17/11/2020;5483;107.75;316.6;123.8;72.16;25.4
18/11/2020;5511.45;108.5;314.6;122.35;70.88;25.64
19/11/2020;5474.66;106.95;310.8;120.25;70.54;25.5
20/11/2020;5495.89;107.55;312.1;121.5;69.48;25.49
23/11/2020;5492.15;106.3;306.3;122.25;69.74;25.29
24/11/2020;5558.42;110.1;295.9;122.9;71.8;25.24
25/11/2020;5571.29;109.15;304.4;124;70.92;25.45
26/11/2020;5566.79;107.6;305.8;122;72.4;25.45
27/11/2020;5598.18;108.25;309.3;123;73.2;25.39
30/11/2020;5518.55;104.45;306.8;122.3;69.36;25.18
01/12/2020;5581.64;106.5;306.3;122.8;73;25.18
02/12/2020;5583.01;104.4;306.4;123.75;73.62;25.2
03/12/2020;5574.36;105;305;124;74.9;25.18
04/12/2020;5609.15;105.8;306.3;124.4;76.2;24.94
07/12/2020;5573.38;104.65;304;122.25;75.1;24.9
08/12/2020;5560.67;104.9;304.8;122;73.96;25.14
09/12/2020;5546.82;106.15;302;120;73.42;25.9
10/12/2020;5549.65;105.55;301.7;118.45;73.08;25.4
11/12/2020;5507.55;105.55;302.5;120.2;72.18;25.62
14/12/2020;5527.84;106.7;302.7;119.3;72.14;25.73
15/12/2020;5530.31;107.75;302.5;118.35;72.66;25.58
16/12/2020;5547.68;108.25;309.4;117.7;71.44;25.88
17/12/2020;5549.46;109;304.7;116.75;70.7;25.99
18/12/2020;5527.84;108.4;305.4;115.05;70.48;26.6
21/12/2020;5393.34;105.95;295.6;113.8;68.4;26.05
22/12/2020;5466.86;105.95;301.8;115.3;69.1;26.13
23/12/2020;5527.59;105.45;303.7;119.1;70.46;26.14
24/12/2020;5522.01;105.5;302.3;118.65;70.06;25.93
25/12/2020;5522.01;105.5;302.3;118.65;70.06;25.93
28/12/2020;5588.38;106.75;309.1;119.95;70.06;26.3
29/12/2020;5611.79;106.3;312.2;120.5;70.78;26.58
30/12/2020;5599.41;106.05;313.2;119;70.08;26.4
31/12/2020;5551.41;104.95;310.8;115.95;69.22;26.38
01/01/2021;5551.41;104.95;310.8;115.95;69.22;26.38
04/01/2021;5588.96;106.75;311.7;116.15;68.36;26.33
05/01/2021;5564.6;104.5;308.5;116.4;69.22;26.06
06/01/2021;5630.6;103.45;308.8;116.3;70.44;26.47
07/01/2021;5669.85;106.95;307.6;115.8;69.8;26.17
08/01/2021;5706.88;108;306.3;116.35;77.12;26.01
11/01/2021;5662.43;107.25;305.1;116.5;74.88;26.14
12/01/2021;5650.97;110.75;300.5;116.3;75.2;26
13/01/2021;5662.67;108.8;301.5;114.5;74.22;26.16
14/01/2021;5681.14;109.85;298;116.95;76.82;26.25
15/01/2021;5611.69;108.85;298.4;114.75;76.94;26.11
18/01/2021;5617.27;108.95;296.9;113.7;76.8;26.18
19/01/2021;5598.61;107.6;297.1;113.25;77.9;26.15
20/01/2021;5628.44;111;293.6;114.9;78.64;26.4
21/01/2021;5590.79;112.25;294.6;111.95;77.58;26.61
22/01/2021;5559.57;111.45;296.3;110.55;76.8;26.56
25/01/2021;5472.36;109.75;299;106.15;73.58;26.28
26/01/2021;5523.52;111.15;301.8;108;75;26.31
27/01/2021;5459.62;108.5;297.6;105.95;75.28;26.13
28/01/2021;5510.52;110.85;297.4;106.3;74.28;26.11
29/01/2021;5399.21;113.9;290.1;104.1;73.46;25.32
01/02/2021;5461.68;114.2;296.5;102.95;74;25.65
02/02/2021;5563.11;114.45;298.4;107.85;75.02;25.97
03/02/2021;5563.05;116.7;295.9;108.85;74.26;25.92
04/02/2021;5608.54;115.55;298.1;112.9;75.42;25.96
05/02/2021;5659.26;117.95;305.6;112.2;76.24;25.92
08/02/2021;5686.03;118;308.2;112.25;75.6;25.93
09/02/2021;5691.54;117.2;312.8;111.65;75.9;25.77
10/02/2021;5670.8;117.45;311.3;110.85;74.74;26
11/02/2021;5669.82;117.25;309;109.45;75.06;25.95
12/02/2021;5703.67;116.7;318.3;108.9;74.56;26.1
15/02/2021;5786.25;117.7;315;110.9;76.1;31.22
16/02/2021;5786.53;117.9;313.6;109.35;76.26;30.69
17/02/2021;5765.84;116.25;317;111;76;30.25
18/02/2021;5728.33;117.05;316.8;107.75;75.3;29.74
19/02/2021;5773.55;119.05;316.1;112.05;75.24;29.34
22/02/2021;5767.44;120.05;310.9;114.8;79.58;29.63
23/02/2021;5779.84;118.75;311.7;118.65;82.18;29.64
24/02/2021;5797.98;118.55;307.2;121;82.6;29.4
25/02/2021;5783.89;118.2;306.9;116.35;81.9;28.97
26/02/2021;5703.22;119.75;302.8;113.25;79.22;28.57
01/03/2021;5792.79;120.05;305.7;117.25;82.1;28.65
02/03/2021;5809.73;122.65;308.9;117.15;81.86;29.32
03/03/2021;5830.06;125.1;307.6;118.6;85.24;29.25
04/03/2021;5830.65;123.9;310.8;121.75;86.42;28.02
05/03/2021;5782.65;122.65;308.8;119.1;84.32;27.6
08/03/2021;5902.99;127.35;308.8;125.55;86.62;27.84
09/03/2021;5924.97;125.6;311.1;123.2;85.62;27.65
10/03/2021;5990.55;126.6;318.5;121.05;84.5;27.71
11/03/2021;6033.76;126.05;321.1;120.65;84.52;27.82
12/03/2021;6046.55;125.85;322.6;120.45;85.4;27.66
15/03/2021;6035.97;125.8;321.5;121.95;85.32;27.57
16/03/2021;6055.43;124.25;323.4;125.1;84.6;27.65
17/03/2021;6054.82;127.05;326;123.6;83.36;28.03
18/03/2021;6062.79;126;322;123.55;81.72;28.13
19/03/2021;5997.96;126.2;320.4;119.25;81.8;28.05
22/03/2021;5968.48;126;320.8;117;81.62;28.1
23/03/2021;5945.3;124.8;321.7;115.5;81.1;28.41
24/03/2021;5947.29;124.5;318.2;116.65;81;28.14
25/03/2021;5952.41;127.15;322.7;116.55;80.88;28.01
26/03/2021;5988.81;127.8;323.6;115.3;81.12;28.04
29/03/2021;6015.51;127.2;326.6;115.25;81.86;27.97
30/03/2021;6088.04;129.25;327.8;116.55;82.56;27.91
31/03/2021;6067.23;127.65;326.8;116.05;81.78;28
01/04/2021;6102.96;129.35;323.85;119.66;82.48;28
02/04/2021;6102.96;129.35;323.85;119.66;82.48;28
05/04/2021;6102.96;129.35;323.85;119.66;82.48;28
06/04/2021;6131.34;129.25;331.15;119.66;83.72;28.16
07/04/2021;6130.66;129.4;330.7;119.48;83.62;28.19
08/04/2021;6165.72;126.15;339.6;120.72;83.74;28.15
09/04/2021;6169.41;124.55;338.45;119.12;83.62;28.25
12/04/2021;6161.68;125;337.1;117.78;83.06;28
13/04/2021;6184.1;125.15;340.05;116.46;83.16;28.69
14/04/2021;6208.58;122.95;339.15;117.42;85.3;28.51
15/04/2021;6234.14;123.6;342.8;119.64;83.76;28.55
16/04/2021;6287.07;124.5;336.55;122.9;84.44;28.51
19/04/2021;6296.69;123.3;338.85;122.4;84.84;28.6
20/04/2021;6165.11;122.65;337.6;117.2;83;28.47
21/04/2021;6210.55;122.7;342.6;117.04;83.02;28.3
22/04/2021;6267.28;124.85;347.7;121.04;83.42;28.63
23/04/2021;6257.94;127.1;345.45;121.24;83;29.42
26/04/2021;6275.52;127.85;342.75;123.92;84.18;29.19
27/04/2021;6273.76;125.8;336.2;122.06;83.32;29.05
28/04/2021;6306.98;123.85;339;121;83.92;29.19
29/04/2021;6302.57;121.15;343.1;120.54;83.64;29.3
30/04/2021;6269.48;120.35;341.65;124.18;83.1;29
03/05/2021;6307.9;120.95;345.6;124.76;83.68;29.09
04/05/2021;6251.75;119.65;341.35;122.82;83.5;28.92
05/05/2021;6339.47;120.9;346;122.54;83.48;29.54
06/05/2021;6357.09;121.8;347.65;123.3;83.84;29.66
07/05/2021;6385.51;123.7;349.9;125.2;86.24;29.82
10/05/2021;6385.99;124.2;352.4;125.76;86;30.02
11/05/2021;6267.39;122.9;346.4;122.5;83.6;29.4
12/05/2021;6279.35;122.8;346.3;121.42;83.08;28.66
13/05/2021;6288.33;122.5;350.15;119.96;82.62;28.84
14/05/2021;6385.14;124.15;352.35;124.54;84.44;29.05
17/05/2021;6367.35;124.2;355.45;121.88;81.34;29.14
18/05/2021;6353.67;124.25;351.95;121;81.62;29.61
19/05/2021;6262.55;122.2;350.15;117.2;79.16;29.09
20/05/2021;6343.58;123.2;358.85;118.76;80.1;29.37
21/05/2021;6386.41;124.3;361.3;119.92;77.9;29.54
24/05/2021;6408.49;124.75;364.7;121.74;78.04;29.44
25/05/2021;6390.27;121.1;367.2;119.54;78.08;29.47
26/05/2021;6391.6;122.9;366.45;118.2;79.3;29.5
27/05/2021;6435.71;125;365.9;122.56;79;29.7
28/05/2021;6484.11;125.6;371.55;124.12;79.24;29.9
31/05/2021;6447.17;125.8;368.3;122.36;79.2;29.72
01/06/2021;6489.4;127.95;370;124.44;81.8;29.61
02/06/2021;6521.52;129.75;371.6;125.68;81.42;29.21
03/06/2021;6507.92;131.45;372.85;123.86;79.42;29.25
04/06/2021;6515.66;130.45;376.4;122.52;79.38;29.17
07/06/2021;6543.56;132.3;378.75;123.56;80.2;29.43
08/06/2021;6551.01;131.55;380.8;123.9;80.92;29.27
09/06/2021;6563.45;130.5;382;124.66;81.96;29
10/06/2021;6546.49;130.35;382;123.12;80.08;28.93
11/06/2021;6600.66;130.35;384.05;123.64;81.02;29.06
14/06/2021;6616.35;129.1;384.55;123.1;81.24;29.19
15/06/2021;6639.52;130.4;387.45;123.14;81.02;29.1
16/06/2021;6652.65;131.6;389.2;125.34;80.96;29.27
17/06/2021;6666.26;132.35;391.4;126.24;80.98;29.18
18/06/2021;6569.16;131.35;390.3;124.78;79.14;28.91
21/06/2021;6602.54;137.6;389.25;125.94;78.28;28.84
22/06/2021;6611.5;134.85;387.5;126.54;78.52;28.92
23/06/2021;6551.07;134.1;381.45;123.9;77.06;27.99
24/06/2021;6631.15;135.65;390.15;126.36;78.06;28.19
25/06/2021;6622.87;134.35;385.4;124.48;78.98;28.25
28/06/2021;6558.02;134.85;385.65;118.94;77.68;28.24
29/06/2021;6567.43;137.55;383.25;117.4;76.44;28.36
30/06/2021;6507.83;134.5;375.8;116.92;78.7;28.33
01/07/2021;6553.82;134.35;375.35;118.8;80.52;28.5
02/07/2021;6552.86;135.3;372.65;119.42;81.38;28.6
05/07/2021;6567.54;136.5;372.7;120.18;81.14;28.46
06/07/2021;6507.48;134.2;370.5;117.86;80.08;28.5
07/07/2021;6527.72;134.95;376.5;115.96;79.2;28.45
08/07/2021;6396.73;133.1;365;117.2;75.8;27.88
09/07/2021;6529.42;137.1;371.8;119.92;76.12;28.25
12/07/2021;6559.25;137.3;375.35;116.68;74.4;28.14
13/07/2021;6558.47;137.25;375.5;114.74;74.02;28.24
14/07/2021;6558.38;136.55;376.5;115.26;73.16;28.18
15/07/2021;6493.36;135.9;373.6;112.96;72.1;28.17
16/07/2021;6460.08;134.65;374.6;113.54;72.36;28
19/07/2021;6295.97;132.6;373.15;107.84;70.16;27.57
20/07/2021;6346.85;133.3;376.7;110.88;69.94;27.54
21/07/2021;6464.48;135.25;379.15;115.92;73.6;28.01
22/07/2021;6481.59;135.75;379.2;114.5;73.38;28.5
23/07/2021;6568.82;138;387.05;116.4;74.5;28.46
26/07/2021;6578.6;135.25;383.5;116.22;74.62;28.33
27/07/2021;6531.92;135.5;383.55;115.26;74.52;28.1
28/07/2021;6609.31;135.95;385.85;116.82;72.48;28.06
29/07/2021;6633.77;137.7;384.9;113;72.9;28.5
30/07/2021;6612.76;137.7;385.9;110.3;71.9;28.5
02/08/2021;6675.9;138.65;392.7;111.48;71.92;28.54
03/08/2021;6723.81;139;393.85;109.5;70.72;28.76
04/08/2021;6746.23;141.35;395.4;109.42;72.58;28.86
05/08/2021;6781.19;142.25;398.25;111.5;73.78;29
06/08/2021;6816.96;142.15;399.05;112.6;72.8;29.47
09/08/2021;6813.18;141.95;399.1;110.1;72.8;29.62
10/08/2021;6820.21;141.95;398.15;109.58;72.7;29.57
11/08/2021;6857.99;142.5;400.3;109.6;72.7;30.05
12/08/2021;6882.47;142.85;403.85;109.7;72.06;30.17
13/08/2021;6896.04;144.05;403.1;109.74;72.26;30.45
16/08/2021;6838.77;144.2;398.6;107.68;71.3;30.55
17/08/2021;6819.84;143.8;400.1;106.62;70.52;30.77
18/08/2021;6770.11;144.75;393.2;106.58;71;30.98
19/08/2021;6605.89;141.65;388.8;104.32;69.58;30.92
20/08/2021;6626.11;140.8;392.5;104.62;69.38;31.44
23/08/2021;6683.1;141.2;395.1;104.1;69.22;31.31
24/08/2021;6664.31;138.75;393.2;105.34;70.02;31.25
25/08/2021;6676.48;138.4;393.05;107.04;70.1;31.4
26/08/2021;6666.03;139.25;394.1;107.02;69.56;32.23
27/08/2021;6681.92;139.75;393.6;107.12;69.44;32.48
30/08/2021;6687.3;139.4;397.2;106.32;68.78;32.96
31/08/2021;6680.18;137.05;396.3;106.26;70.02;32.32
