Dates;CAC40;MICHELIN;LOREAL;SAFRAN;SODEXO;VIVENDI
01/05/2013;3856.75;64.13;135.4;37.29;63.41;17.2
02/05/2013;3858.76;64.1;136.05;37.5;63.2;17.07
03/05/2013;3912.95;66.47;135.6;37.9;64.28;16.935
06/05/2013;3907.04;66.95;136;37.65;64.53;16.875
07/05/2013;3921.32;66.66;132.1;37.61;63.75;16.93
08/05/2013;3956.28;67.4;133.6;37.935;63.8;16.9
09/05/2013;3928.58;66.98;133.5;38.655;63.95;16.89
10/05/2013;3953.83;67.09;134.05;39.245;65.03;16.91
13/05/2013;3945.2;67.1;134.15;39.21;64.59;16.755
14/05/2013;3966.06;67.46;136;39.5;64.3;15.985
15/05/2013;3982.23;68.15;135.9;39.645;64.87;15.72
16/05/2013;3979.07;68.05;136.65;40.26;66.97;15.3
17/05/2013;4001.27;71.09;135;40.11;67.69;15.19
20/05/2013;4022.85;70.97;135.35;40.34;68.21;15.315
21/05/2013;4036.18;70.8;136.6;40.92;67.86;15.4
22/05/2013;4051.11;70.93;136.3;40.69;68.61;15.605
23/05/2013;3967.15;68.3;133.75;40.435;66.43;15.1
24/05/2013;3956.79;66.06;132.95;40.365;66.25;15.17
27/05/2013;3995.16;66.14;134.45;40.425;66.67;15.595
28/05/2013;4050.56;67.5;136.1;41.265;68.18;15.715
29/05/2013;3974.12;66.88;132.55;41.035;66.18;15.445
30/05/2013;3996.31;67.16;133.6;41.54;65.82;15.475
31/05/2013;3948.59;67.78;130.35;41.095;65.66;15.17
03/06/2013;3920.67;68.11;128.4;40.36;64.82;15.12
04/06/2013;3925.83;67.4;129.3;40.025;65.16;15.175
05/06/2013;3852.44;67.05;125.65;39.9;64;14.88
06/06/2013;3814.28;67.28;124.95;39.75;64.13;14.67
07/06/2013;3872.59;68.4;127;39.685;65.36;14.96
10/06/2013;3864.36;68.4;127.15;40.5;65.68;14.725
11/06/2013;3810.56;66.01;125.75;39.875;63.98;14.71
12/06/2013;3793.7;65.76;125.65;40.275;65.95;14.62
13/06/2013;3797.98;66.52;124.55;40.59;66.01;14.945
14/06/2013;3805.16;69.63;125.3;40.96;66.23;14.715
17/06/2013;3863.66;70.63;128.55;41.48;66.38;15.04
18/06/2013;3860.55;70;128.1;41.245;66.37;15.14
19/06/2013;3839.34;69.4;127.6;41.1;66.26;14.89
20/06/2013;3698.93;67.49;123.7;39.96;66.54;14.32
21/06/2013;3658.04;66.22;122.5;39.62;64.3;14.185
24/06/2013;3595.63;65.51;121;38.825;62.88;14.13
25/06/2013;3649.82;67.27;122.7;39.635;63.73;14.29
26/06/2013;3726.04;68.03;125.45;40.045;64.3;14.335
27/06/2013;3762.19;70.14;126.45;40.545;64.38;14.55
28/06/2013;3738.91;68.7;126.25;40.125;64;14.55
01/07/2013;3767.48;69.14;128.2;40.545;65.39;14.6
02/07/2013;3742.57;70.55;127;40.655;65.12;14.66
03/07/2013;3702.01;70.6;125.55;40.57;64.9;14.695
04/07/2013;3809.31;72.76;128.9;41.785;66.72;14.82
05/07/2013;3753.85;70.59;126.7;41.515;65.64;14.645
08/07/2013;3823.83;71.48;128.95;42.225;66.27;14.92
09/07/2013;3843.56;72.48;128.7;42.61;66.9;15.155
10/07/2013;3840.53;72.8;129.05;42.61;68.16;15
11/07/2013;3868.98;72.98;129.45;42.8;68.53;15.27
12/07/2013;3855.09;73.08;129.65;42.655;68.69;15.13
15/07/2013;3878.58;72.49;130.85;43.08;68.69;15.165
16/07/2013;3851.03;74.36;128.8;42.65;68.43;15.105
17/07/2013;3872.02;75.03;128;42.4;69.02;15.09
18/07/2013;3927.79;76.55;129;43.25;69.02;15.215
19/07/2013;3925.32;76.11;128.5;43.275;68.14;15.52
22/07/2013;3939.92;77.61;127.4;43.525;67.61;15.7
23/07/2013;3923.09;76.3;126.9;43.2;67.65;16.075
24/07/2013;3962.75;76.92;127.35;42.55;68.84;15.975
25/07/2013;3956.02;75.84;125.55;42.995;67.95;15.98
26/07/2013;3968.84;75.23;125.35;43.22;67.83;16.07
29/07/2013;3968.91;75.36;125;43.47;67.94;15.97
30/07/2013;3986.61;76.23;125.75;43.78;68.74;16.105
31/07/2013;3992.69;75.48;125.95;44.14;68.66;16.06
01/08/2013;4042.73;76.2;127.85;44.4;69.16;16.08
02/08/2013;4045.65;75.45;127.2;44.27;69.69;16.02
05/08/2013;4049.97;75.9;127.65;43.82;69.46;16.06
06/08/2013;4032.57;74.54;128.85;43.28;69.65;15.96
07/08/2013;4038.49;73.97;128.3;43.075;68.77;16.05
08/08/2013;4064.32;73.57;127.85;43.65;67.19;16.17
09/08/2013;4076.55;74.93;127.25;43.4;65.84;16.255
12/08/2013;4071.68;75.24;127;43.055;67.03;16.26
13/08/2013;4092.5;75.64;128.6;42.695;67.59;16.3
14/08/2013;4114.2;76.09;129.2;42.99;68.5;16.225
15/08/2013;4093.2;74.88;128.95;42.8;68.34;16.195
16/08/2013;4123.89;75.74;129.45;42.81;67.8;16.3
19/08/2013;4083.98;75.27;127;43.1;68.12;16.18
20/08/2013;4028.93;74.66;125.65;42.495;69.23;15.875
21/08/2013;4015.09;74.97;125.6;43.265;67.81;15.865
22/08/2013;4059.12;75.98;127.45;43.675;68.49;15.895
23/08/2013;4069.47;75.59;125.6;43.84;68.4;15.84
26/08/2013;4067.13;75.29;125.7;43.61;68;15.865
27/08/2013;3968.73;73.51;122.45;42.9;67.67;15.345
28/08/2013;3960.46;72.24;122.9;42.21;66.7;15.35
29/08/2013;3986.35;73.88;122.4;42.495;67.34;15.595
30/08/2013;3933.78;72.39;126.25;42.015;66.77;15.345
02/09/2013;4006.01;73.71;128.2;42.76;67.3;15.645
03/09/2013;3974.07;74.65;126.7;42.845;67.53;15.795
04/09/2013;3980.42;74.14;125.55;42.815;67.68;15.95
05/09/2013;4006.8;75.18;125;43.075;68.05;16.455
06/09/2013;4049.19;74.38;125.75;43.555;67.3;16.455
09/09/2013;4040.33;74.42;124.8;43.61;67.58;16.72
10/09/2013;4116.64;76.67;125.8;44.1;68.11;16.89
11/09/2013;4119.11;77.7;124.7;44.05;68.12;16.7
12/09/2013;4106.63;76.93;124.75;43.5;66.92;17.145
13/09/2013;4114.5;78.82;124.55;43.74;67.05;17.27
16/09/2013;4152.22;79.46;126.9;44.425;68.2;17.57
17/09/2013;4145.51;78.48;126.7;44.38;68;17.345
18/09/2013;4170.4;79.8;127.1;44.55;67.91;17.455
19/09/2013;4206.04;82.69;128.45;44.8;68.57;17.38
20/09/2013;4203.66;82.15;129.45;45.21;69.89;17.31
23/09/2013;4172.08;81.4;128.4;43.73;68.88;17.12
24/09/2013;4195.61;81.84;128.75;44.555;69.68;17.035
25/09/2013;4195.35;81.84;127.3;44.69;69.21;17.13
26/09/2013;4186.72;81.91;127.35;44.905;69.2;17.19
27/09/2013;4186.77;83.41;127.65;45.775;69.12;17.145
30/09/2013;4143.44;81.97;126.95;45.535;68.97;17.005
01/10/2013;4196.6;83.65;127.6;46.25;69.95;17.29
02/10/2013;4158.16;80.75;125.7;46.225;69.04;17.15
03/10/2013;4127.98;78.59;124.7;45.505;68.79;16.875
04/10/2013;4164.25;79.47;124.35;45.76;68.12;17.285
07/10/2013;4165.58;78.17;124.75;45.695;67.8;17.1
08/10/2013;4133.53;77.55;123.8;45.75;67.56;17.05
09/10/2013;4127.05;76.33;124.25;45.23;67.72;17.49
10/10/2013;4218.11;78.72;126.1;46;68.61;18.145
11/10/2013;4219.98;79.27;125.55;46.025;69.6;18.09
14/10/2013;4222.96;78.19;123.25;45.95;69.89;18.2
15/10/2013;4256.02;79.71;124.05;45.545;69.97;18.305
16/10/2013;4243.72;79.61;122.15;44.48;70.28;18.97
17/10/2013;4239.64;79.08;123.1;44.45;70.22;19.245
18/10/2013;4286.03;80.74;127.5;45.665;72.4;19.325
21/10/2013;4276.92;80.91;127.05;46.05;73.11;19.18
22/10/2013;4295.43;81.93;129.25;46.63;73.12;19.075
23/10/2013;4260.66;81.2;128.95;46.995;73.06;18.89
24/10/2013;4275.69;81.53;127.9;47.015;72.39;18.97
25/10/2013;4272.31;80.42;127.65;46.865;71.81;18.77
28/10/2013;4251.61;79.75;128.5;46.71;71.85;18.72
29/10/2013;4278.09;76.78;128.75;47.12;71.8;18.765
30/10/2013;4274.11;77.26;127.4;47.435;71.79;18.565
31/10/2013;4299.89;77.02;126.15;47.075;71.49;18.695
01/11/2013;4273.19;76.6;125.1;47.035;71.99;18.615
04/11/2013;4288.59;77.31;124.95;47.255;72.05;18.71
05/11/2013;4253.34;76.37;123.65;46.915;71.66;18.665
06/11/2013;4286.93;76.78;124.4;47.525;73.7;18.725
07/11/2013;4280.99;78.58;124;47.465;73.04;18.53
08/11/2013;4260.44;78.43;123.85;47.4;73.25;18.55
11/11/2013;4290.14;78.58;123.9;47.65;74.2;18.56
12/11/2013;4263.78;78.58;124.05;47.435;73.6;18.345
13/11/2013;4239.94;78.09;122.85;47.34;72.33;18.14
14/11/2013;4283.91;78.44;125.25;48.035;74.25;18.23
15/11/2013;4292.23;79.41;125.35;46.18;73.72;18.735
18/11/2013;4320.68;81.05;125.85;46.68;73.92;18.85
19/11/2013;4272.29;80.25;124.9;46.435;73.73;18.68
20/11/2013;4268.37;80.66;125.55;46.3;73.04;18.465
21/11/2013;4253.9;79;124.8;46.595;72.2;18.535
22/11/2013;4278.53;80.55;124.9;46.7;72.29;18.62
25/11/2013;4301.97;80.45;124.8;47.4;73.45;18.75
26/11/2013;4277.57;79.7;123.5;48.15;73.34;18.595
27/11/2013;4293.06;80.11;123.85;48.645;73.89;18.765
28/11/2013;4302.42;80.09;123.85;48.785;73.57;18.795
29/11/2013;4295.21;79.95;123.15;48.455;73.94;18.695
02/12/2013;4285.81;79.44;125.25;49.12;73.5;18.625
03/12/2013;4172.44;77.66;124.1;47.97;72.63;18.03
04/12/2013;4148.52;77.39;123.8;47.485;72.47;17.95
05/12/2013;4099.91;76.8;122.35;47.325;72.51;17.585
06/12/2013;4129.37;77.21;126.8;47.985;72.5;17.635
09/12/2013;4134.1;77.12;127.25;48.59;72.54;17.58
10/12/2013;4091.14;75.95;126.15;47.81;71.22;17.565
11/12/2013;4086.86;75.68;125.35;48.3;71.38;18.065
12/12/2013;4069.12;75.23;124.25;48.065;70.65;17.925
13/12/2013;4059.71;75.62;124;48.17;71.31;17.97
16/12/2013;4119.88;75.91;125.55;49;71.54;18.465
17/12/2013;4068.64;74.5;123.35;48.37;70.95;18.4
18/12/2013;4109.51;74.5;123.8;48.84;71.06;18.51
19/12/2013;4177.03;74.5;125.05;49.26;72.39;18.955
20/12/2013;4193.77;74.71;125.05;49.205;72.55;18.71
23/12/2013;4215.29;75.69;125.2;49.575;72.78;18.745
24/12/2013;4218.41;75.9;124.9;49.835;72.49;18.82
25/12/2013;4218.41;75.9;124.9;49.835;72.49;18.82
26/12/2013;4218.41;75.9;124.9;49.835;72.49;18.82
27/12/2013;4277.65;76.61;126.55;50.4;73.68;19.125
30/12/2013;4275.71;76.63;126.85;50.19;73.59;19.07
31/12/2013;4295.95;77.25;127.7;50.51;73.64;19.155
01/01/2014;4295.95;77.25;127.7;50.51;73.64;19.155
02/01/2014;4227.28;76.08;125.6;50.29;73.6;18.7
03/01/2014;4247.65;76.02;126.55;51.2;73.94;18.765
06/01/2014;4227.54;75.54;125.4;51.59;73.63;18.59
07/01/2014;4262.68;75.5;126.1;51.36;73.92;18.635
08/01/2014;4260.96;76.9;123.75;51.13;75.29;18.505
09/01/2014;4225.14;77.5;122.15;51.1;74.12;18.49
10/01/2014;4250.6;77.85;123.45;51.5;75.51;18.85
13/01/2014;4263.27;78.77;122.85;51.53;75.26;19.02
14/01/2014;4274.2;79.13;122.45;52.46;75.33;19.07
15/01/2014;4332.07;80.17;122.6;53.61;76.58;19.365
16/01/2014;4319.27;80.11;125.75;53.25;76.71;19.28
17/01/2014;4327.5;81.2;125.15;53.39;76.23;19.505
20/01/2014;4322.86;80.89;124.3;53.45;76.68;19.57
21/01/2014;4323.87;81.44;125.65;53.73;76.49;19.505
22/01/2014;4324.98;80.18;127.75;54.18;77.15;19.665
23/01/2014;4280.96;79.2;127.1;53.54;76.96;19.755
24/01/2014;4161.47;77.62;124.9;52.25;76.18;19.37
27/01/2014;4144.56;77.5;123.1;52.28;75.15;19.31
28/01/2014;4185.29;78.7;123.3;53.6;75.68;19.23
29/01/2014;4156.98;78.7;121.7;52.99;75.58;19.37
30/01/2014;4180.02;78.83;121.1;52.93;73.82;20.06
31/01/2014;4165.72;78.32;122;52.76;73.09;19.94
03/02/2014;4107.75;77.63;121.8;52.78;73.28;19.545
04/02/2014;4117.45;77.58;120.75;52.14;73.14;19.39
05/02/2014;4117.79;77.15;120.85;52.25;73.13;19.245
06/02/2014;4188.1;79;123.5;52.9;73.91;19.965
07/02/2014;4228.18;79.89;123.5;53.72;74.06;19.985
10/02/2014;4237.13;81;129;53.27;74.45;19.86
11/02/2014;4283.32;83.67;124.8;53.95;75.26;20
12/02/2014;4305.5;87.12;123.05;53.66;75.4;20.235
13/02/2014;4312.8;87.08;123.45;53.59;75.62;20.23
14/02/2014;4340.14;86.96;122.95;54.41;75.67;20.485
17/02/2014;4335.17;87.2;122.3;54.27;75.47;20.525
18/02/2014;4330.71;86.23;121.9;53.81;75.88;20.625
19/02/2014;4341.1;86.28;122.1;53.51;76;20.895
20/02/2014;4355.49;87.5;122.55;52.43;76.08;20.81
21/02/2014;4381.06;88.91;122.05;52;77;20.835
24/02/2014;4419.13;88.75;123.25;50.93;77.74;21.25
25/02/2014;4414.55;88.74;125.2;50.7;77.8;21.015
26/02/2014;4396.91;88.83;123.55;49.54;77.19;21.1
27/02/2014;4396.39;87.71;122.6;49.865;77;20.635
28/02/2014;4408.08;88.57;122.75;51.01;77.3;20.715
03/03/2014;4290.87;87.24;120.7;50.51;76;20.37
04/03/2014;4395.9;90.18;123.2;51.13;77.29;20.635
05/03/2014;4391.25;90.08;121.5;50;77.48;20.565
06/03/2014;4417.04;93.34;121.5;49.74;78.3;20.745
07/03/2014;4366.42;90.7;120.5;49.2;77.95;20.31
10/03/2014;4370.84;89.37;120.1;48.205;77.5;20.295
11/03/2014;4349.72;88.36;120.3;48.235;77.86;20.165
12/03/2014;4306.26;87.57;118.65;47.38;77.88;20.14
13/03/2014;4250.51;86.76;116.5;47;77.06;19.87
14/03/2014;4216.37;87.21;116.8;46.835;76.04;19.9
17/03/2014;4271.96;88.82;116.95;47.955;76.42;20.13
18/03/2014;4313.26;90.57;116.7;48.325;76.97;19.845
19/03/2014;4308.06;90.56;116.75;49.085;76.36;19.7
20/03/2014;4327.91;89.73;116.35;49.965;75.47;19.94
21/03/2014;4335.28;89.5;115.4;50.37;76.2;19.67
24/03/2014;4276.34;88.84;115.2;50.2;75.3;19.635
25/03/2014;4344.12;89.16;116.9;50.73;75.9;19.6
26/03/2014;4385.15;91.05;118.2;50.33;76.12;19.8
27/03/2014;4379.06;90.59;118.7;50.31;76.03;19.925
28/03/2014;4411.26;91.37;119.95;50.19;76.03;20.315
31/03/2014;4391.5;90.78;119.7;50.29;76.13;20.22
01/04/2014;4426.72;92.29;119.25;50.53;76.27;20.16
02/04/2014;4430.86;91.63;119.55;49.965;75.59;20.185
03/04/2014;4449.33;91.48;119.1;51.16;75.8;20.475
04/04/2014;4484.55;92.15;119.55;51.59;76.73;20.555
07/04/2014;4436.08;91.77;118.7;50.05;75.95;20.62
08/04/2014;4424.83;89.98;118.4;48.34;75.84;19.95
09/04/2014;4442.68;91.03;118.35;48.815;76.53;20.23
10/04/2014;4413.49;90.33;118.1;49.21;76.56;20.13
11/04/2014;4365.86;89.38;117.45;48.45;75.22;19.955
14/04/2014;4384.56;88.34;120.7;47.765;74.9;20.095
15/04/2014;4345.35;87.39;122;47.48;77.36;19.745
16/04/2014;4405.66;89.88;122.1;49;78.53;20
17/04/2014;4431.81;91.4;121.35;49.66;79.02;20.145
18/04/2014;4431.81;91.4;121.35;49.66;79.02;20.145
21/04/2014;4431.81;91.4;121.35;49.66;79.02;20.145
22/04/2014;4484.21;93.68;122.2;49.78;79;20.165
23/04/2014;4451.08;92.75;122.05;47.96;78.42;19.91
24/04/2014;4479.54;88.83;121.85;48.045;78.48;20.125
25/04/2014;4443.63;88.31;122.15;47.92;78.14;19.62
28/04/2014;4460.53;88.29;123.25;47.8;77.35;19.435
29/04/2014;4497.68;88.28;122;47.49;77.81;19.495
30/04/2014;4487.39;88;124;48.445;77.7;19.34
01/05/2014;4487.39;88;124;48.445;77.7;19.34
02/05/2014;4458.17;88.86;124.1;48.075;78.52;19.15
05/05/2014;4462.69;88.55;123.9;47.9;78.06;19.23
06/05/2014;4428.07;88.34;123.65;47.5;77.7;19.055
07/05/2014;4446.44;87.35;124.3;47.01;78.38;19.1
08/05/2014;4507.24;88.72;126.05;47.23;78.59;19.085
09/05/2014;4477.28;87.89;126.55;47.635;78.6;18.935
12/05/2014;4493.65;88.56;126.75;47.99;78.58;19.01
13/05/2014;4505.02;88.66;126.5;48.64;78.69;18.945
14/05/2014;4501.04;90.09;126.9;48.7;79.22;18.935
15/05/2014;4444.93;89.36;127.5;47.805;78.97;18.76
16/05/2014;4456.28;87.67;129;47.155;78.93;18.65
19/05/2014;4469.76;88.6;129.1;47.46;79.04;18.9
20/05/2014;4452.35;86.94;128.1;47.315;79;18.83
21/05/2014;4469.03;87.06;128.45;47.72;79.2;18.975
22/05/2014;4478.21;87.85;128.45;47.445;79.6;19.05
23/05/2014;4493.15;89.15;128.1;48.19;79.32;19.03
26/05/2014;4526.93;90.32;128.45;48.73;79.83;19.16
27/05/2014;4529.75;89.56;128.6;49.38;79.88;19.18
28/05/2014;4531.63;89.51;127.5;49.67;79.83;19.145
29/05/2014;4530.51;90.21;129.05;49.505;79.81;19.285
30/05/2014;4519.57;90.4;128;49.785;78.84;19.24
02/06/2014;4515.89;91.2;127.25;50;79.27;19.405
03/06/2014;4503.69;91.1;127.85;49.765;79.05;19.265
04/06/2014;4501;91.04;127.95;49.635;79.02;19.3
05/06/2014;4548.73;92.2;127.85;50.58;78.8;19.315
06/06/2014;4581.12;92.45;127.05;51.26;79.09;19.24
09/06/2014;4589.12;91.84;127.6;50.63;79.05;19.255
10/06/2014;4595;91.37;129.05;50.68;79;19.265
11/06/2014;4555.11;92.21;128.6;49.79;78.51;19.22
12/06/2014;4554.4;92.9;128.15;49.88;78.11;19.2
13/06/2014;4543.28;92.28;128.2;49.12;77.08;19.2
16/06/2014;4510.05;92.1;127;48.88;77.07;19.15
17/06/2014;4536.07;92.84;127.6;49.495;77.53;19.295
18/06/2014;4530.37;91.65;127.45;49.345;77.77;19.25
19/06/2014;4563.04;91.64;128.2;49.32;78.73;19.33
20/06/2014;4541.34;90.33;129.35;49.135;79.57;19.055
23/06/2014;4515.57;88.83;127.5;48.135;79.19;19.105
24/06/2014;4518.34;89.49;127.9;47.6;79.18;19.185
25/06/2014;4460.6;89.09;126.85;47.415;78.73;18.21
26/06/2014;4439.63;88.09;125.8;47.56;78.55;18.22
27/06/2014;4436.99;88.01;125.9;48.505;78.77;18.015
30/06/2014;4422.84;87.26;125.85;47.815;78.55;17.87
01/07/2014;4461.12;88.29;125.9;47.85;78.48;18.135
02/07/2014;4444.72;88.6;125.6;46.91;78.59;17.95
03/07/2014;4489.88;89.06;127.25;47.33;79.4;18.27
04/07/2014;4468.98;88.26;127;47.5;80.14;18.15
07/07/2014;4405.76;87.02;125.4;46.54;78.88;18.005
08/07/2014;4342.53;85.96;124.65;46.175;78.94;17.67
09/07/2014;4359.84;86.13;126.25;45.315;77.56;17.715
10/07/2014;4301.26;85;125.3;46;76.73;17.395
11/07/2014;4316.5;84.77;125.9;46.87;77.07;17.35
14/07/2014;4350.04;85.81;126.85;46.945;76.66;17.475
15/07/2014;4305.31;85.91;125.35;46.445;76;17.395
16/07/2014;4369.06;86.48;126.9;46.425;76.51;17.655
17/07/2014;4316.12;86.25;125.85;46.125;76.55;17.475
18/07/2014;4335.31;85.41;127.1;46.055;76.59;17.63
21/07/2014;4304.74;84.59;127;45.99;76.05;17.74
22/07/2014;4369.52;85.11;128.25;45.795;76.23;18.12
23/07/2014;4376.32;85.13;128.65;46.015;76.2;18.265
24/07/2014;4410.65;84.99;129.1;46.26;76.63;18.515
25/07/2014;4330.55;82.54;126.9;45.645;75.53;18.43
28/07/2014;4344.77;82.87;127.65;45.3;75.76;18.67
29/07/2014;4365.58;84.34;128.25;44.995;75.39;18.82
30/07/2014;4312.3;83.87;128.05;44.89;74.94;18.975
31/07/2014;4246.14;82.06;126.4;43.895;74.51;18.77
01/08/2014;4202.78;81.29;124.1;43.92;73.48;18.675
04/08/2014;4217.22;81.23;124.15;44.095;73.01;18.905
05/08/2014;4232.88;80.51;127.1;44.585;72.68;19.59
06/08/2014;4207.14;80.06;126.45;44.505;73.18;19.46
07/08/2014;4149.83;77.97;125.55;44.17;72.83;19.285
08/08/2014;4147.81;78.98;124.5;44.22;72.14;19.135
11/08/2014;4197.7;80.44;125.1;45.495;72.94;19.135
12/08/2014;4162.16;79.09;123.9;45.39;72.97;18.995
13/08/2014;4194.79;79.89;124.85;46.15;73;19.155
14/08/2014;4205.43;81.06;125.6;46.765;72.99;19.29
15/08/2014;4174.36;79.82;124.35;46.32;72.38;19.19
18/08/2014;4230.65;81.15;125.35;47.26;72.94;19.405
19/08/2014;4254.45;82.14;125.4;47.325;73.81;19.53
20/08/2014;4240.79;81.98;125;46.995;72.85;19.4
21/08/2014;4292.93;83.01;125.65;47.43;73.5;19.61
22/08/2014;4252.8;82.48;124.8;47.58;73.07;19.485
25/08/2014;4342.11;83.23;127.4;49.185;73.64;19.795
26/08/2014;4393.41;84.52;128.6;49.295;74.43;19.945
27/08/2014;4395.26;84.56;127.5;49.455;74.84;20.19
28/08/2014;4366.04;84.04;126.65;49.5;74.75;20.2
29/08/2014;4381.04;84.15;126;49.885;74.97;19.795
01/09/2014;4379.73;83.59;126.8;49.875;75.36;19.925
02/09/2014;4378.33;83.52;128.05;49.82;75.77;19.91
03/09/2014;4421.87;84.75;127.85;49.98;76.2;19.655
04/09/2014;4494.94;85.08;130;50.85;76.8;19.705
05/09/2014;4486.49;84.87;128.5;51.7;76.73;19.61
08/09/2014;4474.93;84.17;127.2;51.2;76.28;19.59
09/09/2014;4452.37;83.67;125.5;51.17;76.4;19.41
10/09/2014;4450.79;83.22;125.9;51.22;75.95;19.46
11/09/2014;4440.9;80.9;125.05;51.11;76.87;19.43
12/09/2014;4441.7;79.38;125.75;51.5;76.83;19.33
15/09/2014;4428.63;78.66;125.4;51.8;76.56;19.33
16/09/2014;4409.15;78.76;124.9;50.92;76.59;19.33
17/09/2014;4431.41;78.95;125;51.04;77.02;19.375
18/09/2014;4464.7;79.62;124.95;51.46;78;19.47
19/09/2014;4461.22;79.73;125.65;50.87;77.54;19.45
22/09/2014;4442.55;77.84;126.05;50.65;78.82;19.455
23/09/2014;4359.35;75.06;123.9;50;78.02;19.215
24/09/2014;4413.72;75.77;125.75;49.955;77.84;19.37
25/09/2014;4355.28;74.33;123.9;49.72;77.04;19.03
26/09/2014;4394.75;74.59;124.85;50.52;76.94;19.14
29/09/2014;4358.07;74.73;124.4;50.25;76.88;19.04
30/09/2014;4416.24;74.68;125.7;51.38;77.48;19.12
01/10/2014;4365.27;73.99;124.65;50.76;77.03;18.72
02/10/2014;4242.67;72.25;122.55;49.34;74.99;18.535
03/10/2014;4281.74;72.49;123.25;49.98;75.14;18.675
06/10/2014;4286.52;72.8;123.95;49.76;75.4;18.88
07/10/2014;4209.14;71.99;121.7;48.505;73.85;18.57
08/10/2014;4168.12;70.09;122.4;48.09;73.67;18.45
09/10/2014;4141.45;69.75;123.5;47.66;72.84;18.255
10/10/2014;4073.71;68.77;123;47.36;72.68;18.15
13/10/2014;4078.7;69.24;122.5;47.115;72.56;18.07
14/10/2014;4088.25;70.44;121.75;46.92;72.81;17.985
15/10/2014;3939.72;68.35;119.25;45.475;71.15;17.595
16/10/2014;3918.62;69.69;118.35;44.545;70.95;17.7
17/10/2014;4033.18;71.31;119.35;45.5;72.62;18.045
20/10/2014;3991.24;70;119.5;45.06;73.16;18
21/10/2014;4081.24;70.49;120.85;46.265;74.2;18.365
22/10/2014;4105.09;70.5;120.9;46.53;74.31;18.43
23/10/2014;4157.68;67.04;120.75;48.845;74.42;18.685
24/10/2014;4128.9;66.77;119.7;48.015;74.03;18.645
27/10/2014;4096.74;66.13;120.05;47.67;74.09;18.655
28/10/2014;4112.67;67.45;122.1;48.9;74.46;18.99
29/10/2014;4110.64;68.16;122.35;49.615;75.04;19.025
30/10/2014;4141.24;68.43;122.2;49.91;76.1;19.12
31/10/2014;4233.09;69.19;125.1;50.5;76.87;19.475
03/11/2014;4194.03;68.98;124.1;50.27;76.99;19.37
04/11/2014;4130.19;68.36;122.55;49.735;76.83;19.3
05/11/2014;4208.42;68.7;125.4;50.4;77.33;19.605
06/11/2014;4227.68;70.67;127.35;51.31;77.45;19.755
07/11/2014;4189.89;70.42;126.7;51.07;76.8;19.625
10/11/2014;4222.82;70.97;128.05;51.48;77.72;19.75
11/11/2014;4244.1;71.12;130;51.93;78.98;19.875
12/11/2014;4179.88;70.25;128.95;51.38;78.46;19.755
13/11/2014;4187.95;70.7;131.8;51.57;77.87;19.775
14/11/2014;4202.46;71.88;131.65;52;78.86;19.845
17/11/2014;4226.1;71.75;131.35;51.91;79.27;20
18/11/2014;4262.38;71.17;132.15;51.9;79.53;19.72
19/11/2014;4266.19;71.2;132.6;51.15;79.05;19.78
20/11/2014;4234.21;71.01;133.15;50.91;79.01;19.915
21/11/2014;4347.23;72.48;135.45;51.71;78.86;20.215
24/11/2014;4368.44;72.8;135.45;51.68;79.42;20.17
25/11/2014;4382.31;74.7;134.8;52.56;79.87;20.11
26/11/2014;4373.42;74.72;134.75;51.96;79.77;20.155
27/11/2014;4382.34;74.21;136.3;51.91;80.15;20.33
28/11/2014;4390.18;73.95;137.2;52.03;81.12;20.48
01/12/2014;4377.33;74.57;137.25;52.34;80.52;20.59
02/12/2014;4388.3;75.3;138.05;52.42;80.95;20.575
03/12/2014;4391.86;75.4;137.9;52.68;80.25;20.565
04/12/2014;4323.89;74.76;135.6;52.84;80.26;20.4
05/12/2014;4419.48;76.54;139.1;53.54;80.43;20.735
08/12/2014;4375.48;75.59;138.3;53.23;80.99;20.68
09/12/2014;4263.94;74.17;135.9;52.09;79.23;20.285
10/12/2014;4227.91;73.86;136.1;51.35;79.52;20.26
11/12/2014;4225.86;73.4;135.4;50.52;79.15;20.285
12/12/2014;4108.93;71.4;133.1;49.095;77.89;19.91
15/12/2014;4005.38;69.6;130.1;48.835;76.87;19.515
16/12/2014;4093.2;71.09;132.1;49.025;77.63;19.595
17/12/2014;4111.91;71.93;133.5;48.895;77.48;19.65
18/12/2014;4249.49;74.11;137.45;49.685;79.27;20.17
19/12/2014;4241.65;74;137.65;49.975;80.16;20.24
22/12/2014;4254.43;74.58;138.35;50.32;80.48;20.455
23/12/2014;4314.97;75.89;139.85;50.81;81.45;20.8
24/12/2014;4295.85;75.57;138.35;50.91;81.42;20.79
25/12/2014;4295.85;75.57;138.35;50.91;81.42;20.79
26/12/2014;4295.85;75.57;138.35;50.91;81.42;20.79
29/12/2014;4317.93;75.79;140.15;50.97;81.63;20.83
30/12/2014;4245.54;74.86;138.15;50.42;80.68;20.645
31/12/2014;4272.75;75.27;139.3;51.25;81.27;20.69
01/01/2015;4272.75;75.27;139.3;51.25;81.27;20.69
02/01/2015;4252.29;74.36;137.4;51.05;80.9;20.555
05/01/2015;4111.36;72.66;134.15;50.95;79.47;20.135
06/01/2015;4083.5;71.83;134.15;51.3;78.74;19.8
